"ISO","Cases_Resistance_All","Cases_Resilience_All","Cases_Reduction_All","Cases_R2_fit_All","Tests_Resistance_All","Tests_Resilience_All","Tests_Reduction_All","Tests_R2_fit_All","Deaths_Resistance_All","Deaths_Resilience_All","Deaths_Reduction_All","Deaths_R2_fit_All","Cases_Peak_DOY","Tests_Peak_DOY","Deaths_Peak_DOY","Stringency_Mean_Cases_All","Stringency_Max_Cases_All","Stringency_Mean_Tests_All","Stringency_Max_Tests_All","Stringency_Mean_Deaths_All","Stringency_Max_Deaths_All","Stringency_Diff_Cases_All","Stringency_Diff_Tests_All","Stringency_Diff_Deaths_All","Stringency_DiffMax_Cases_All","Stringency_DiffMax_Tests_All","Stringency_DiffMax_Deaths_All","Stringency_DiffPreIn_Cases_All","Stringency_DiffPreIn_Deaths_All","Stringency_DiffOutIn_Cases_All","Stringency_DiffOutIn_Deaths_All","Stringency_Diff_MinMax_PreIn_Cases_All","Stringency_Diff_MinMax_PreIn_Deaths_All","Stringency_Diff_MinMax_OutIn_Cases_All","Stringency_Diff_MinMax_OutIn_Deaths_All","Stringency_Mean_Cases_Out","Stringency_Mean_Deaths_Out","Stringency_Min_Cases_Out","Stringency_Min_Deaths_Out","Stringency_Mean_Full","Stringency_Max_Full","Population","Pop_Dens","Country_Size","Median_Age","Aged_65_Older","Aged_70_Older","GDP_per_Capita","Extreme_Poverty","Cardio_Death_Rate","Diabetes_Prev","Female_Smokers","Male_Smokers","Handwashing_Facilities","Hospital_Beds_per_1000","Life_Expectancy","Human_Development_Index","Latitude","Avg_Temp","Power_Distance","Individualism","Masculinity","Uncertainty_Avoidance","Long_Term_Orientation","Indulgence","Most_Trusted","Conf_Government","Conf_Politicians","Conf_Parliament","Conf_WHO","Conf_Universities","Conf_Elections"
"CIV",-1.0256925443381e-05,0.018669951338327,0.93317563571851,0.934901571377618,-0.22496817988969,0.0158242148050751,0.892795427988784,0.961235530219043,-5.76231766482076e-08,0.0374254731055948,1,0.815120079467995,180,172,183,40.1940579710145,66.2,41.285,66.2,43.7060674157303,63.43,-2.68277908968838,-1.59183706070288,0.829230355027462,23.3231629392971,23.3231629392971,0.829230355027462,-6.94942304164373,-3.77529904389699,-4.79834202898551,1.15870134430177,66.2,63.43,66.2,63.43,44.9924,42.5473660714286,0,0,42.8768370607029,80.56,26378275,76.399,345269.898820665,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,NA,NA,19.351,NA,57.78,0.492,7.53769540786743,26.35,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"CMR",-1.0297649381463e-05,0.0172368224466639,0.892888498683055,0.929274256029421,NA,NA,NA,NA,-2.21503432700476e-07,0.0373413730990914,0.979591836734694,0.9269784195047,162,NA,176,57.6446341463415,60.19,NA,NA,59.4086746987952,60.19,10.3324772835964,NA,12.0965178360501,12.8778431372549,NA,12.0965178360501,18.65506271777,18.4917915819121,17.2772570971611,16.5988092279432,60.19,60.19,60.19,60.19,40.3673770491803,42.809865470852,0,0,47.3121568627451,71.3,26545864,50.885,521683.482362189,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,NA,NA,2.735,1.3,59.29,0.556,7.37736791372299,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COD",-1.50243290067226e-06,0.0208829439102596,0.876337693222354,0.978146126864,-0.321553011448482,0.0117472905104825,0.751207430340557,0.872337322869417,-4.153574903761e-08,0.0190919236601929,0.913978494623656,0.824369838295081,166,138,170,57.4682568807339,80.56,65.3389915966387,80.56,56.5885714285714,80.56,8.31038802827493,16.1811227441796,7.43070257611241,31.402131147541,31.402131147541,7.43070257611241,8.14075688073395,6.4169498069498,12.9319813705299,11.3318214285714,80.56,80.56,80.56,80.56,44.5362755102041,45.25675,0,0,49.157868852459,80.56,89561404,35.879,2496206.80620976,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,4.07084965705872,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0545192307692,97.22,5518092,15.405,358201.363193768,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,NA,64.57,0.606,0.658495903015137,24.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL",-0.000209583246106883,0.0132381699921567,0.371752217700343,0.984183580193769,-0.328609447011188,0.0015303129017475,0.177582151490207,0.501577783307501,-6.20562309321932e-06,0.0131934818457055,0.474410945021535,0.953059642819002,225,240,222,78.4204761904762,87.04,70.2538461538462,87.04,76.8851612903226,87.04,10.4438095238095,2.27717948717948,8.90849462365591,19.0633333333333,19.0633333333333,8.90849462365591,12.5511165845649,11.3333612903226,12.0684021164021,11.1178012903226,78.71,78.71,78.71,78.71,66.3520740740741,65.76736,8.33,8.33,67.9766666666667,90.74,50882884,44.223,1150597.74325577,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.747,4.09921860694885,24.5,67,13,64,80,13,83,4.5,0.294333333333333,0.232,0.231,0.475526973919257,0.557109557109557,0.297666666666667
"COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,869595,437.352,1988.31833397355,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.503,11.8683595657349,25.55,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"CPV",-0.000174248365072627,0.010048820857667,0.388131938709973,0.948486181528948,NA,NA,NA,NA,-2.51803995769693e-06,0.0465360222863043,0.904761904761905,0.959547904862705,285,NA,284,70.653488372093,71.3,NA,NA,70.5734090909091,71.3,9.42162562699498,NA,9.34154634581104,10.068137254902,NA,9.34154634581104,10.9620435051729,10.9103556557946,10.9620435051729,10.9103556557946,71.3,71.3,71.3,71.3,59.6914448669202,59.6630534351145,0,0,61.231862745098,87.96,555988,135.58,4100.81132910459,25.7,4.46,3.437,6222.554,NA,182.219,2.42,2.1,16.5,NA,2.1,72.98,0.654,16.0059332847595,23.3,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"CRI",-0.000234843586146678,0.00410584291726815,0.23548883241942,0.816356695431976,-0.496319083860872,0.00347546053006501,0.109173018852994,0.632360686993063,-3.55704642652285e-06,0.0107031546176276,0.428256070640177,0.952071913743851,262,249,276,59.31,62.96,62.3433333333333,62.96,57.6284782608696,62.96,1.18614379084968,4.21947712418301,-0.495377948280762,4.83614379084968,4.83614379084968,-0.495377948280762,1.30920833333334,-0.645655597398154,1.43462450592886,-0.583021739130437,62.96,62.96,62.96,62.96,57.8753754940711,58.2115,0,0,58.1238562091503,81.48,5094114,96.079,53020.056411911,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.794,9.63005352020264,24.8,35,15,21,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB",-4.29077846375299e-06,0.0275481286323036,0.897942386831276,0.943577281742649,-0.0362735207684548,0.0325037388961187,0.951753982301338,0.974441327561329,-1.94232769964127e-07,0.0496057785185635,0.981818181818182,0.90454754258871,110,94,109,90.3633333333333,100,87.5238144329897,100,89.9931325301205,100,25.2899679487179,22.4504490483743,24.9197671455051,34.9266346153846,34.9266346153846,24.9197671455051,59.7649242424242,60.0008336795458,36.609806763285,39.0083867674086,100,100,100,100,53.7535265700483,50.9847457627119,0,0,65.0733653846154,100,11326616,110.408,102588.725454677,43.1,14.738,9.719,NA,NA,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.777,21.52294921875,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP",-2.92271140850714e-05,0.0393042851190771,0.9609375,0.935499974187706,-0.01880231413097,0.0331265590927352,0.953961996886485,0.801341574668787,-6.39343120610938e-07,0.0285826827261663,1,0.815992281997032,94,100,91,82.9401204819277,94.44,82.1881818181818,94.44,81.1065217391304,94.44,27.9381974050046,27.1862587412587,26.1045986622074,39.4380769230769,39.4380769230769,26.1045986622074,59.4841482597055,60.6563768115942,38.0642689535434,37.0210671936759,94.44,94.44,94.44,94.44,44.8758515283843,44.0854545454545,0,0,55.0019230769231,94.44,875899,127.657,6861.34720383528,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.869,35.1158199310303,19.45,NA,NA,NA,NA,NA,70,6.6,0.404019404019404,0.256572029442692,0.337530605106681,0.533252230332522,0.644444444444444,0.45668449197861
"CZE",-2.06443525631101e-05,0.0352568192961596,0.770037995295821,0.941084733764417,-0.064189575192523,0.0407651025967338,0.873229598548711,0.978840580186493,-7.35830912779571e-07,0.0269954665541085,0.913705583756345,0.894863816852737,90,76,100,64.3986274509804,82.41,68.9056666666667,82.41,50.3583516483516,74.07,18.1297812971342,22.6368205128205,4.08950549450549,36.1411538461538,36.1411538461538,4.08950549450549,30.9687745098039,11.5043772893773,21.6723822402524,5.77341952165481,82.41,74.07,82.41,74.07,42.726245210728,44.5849321266968,0,0,46.2688461538462,82.41,10708982,137.176,78067.4607803114,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.888,49.8070068359375,7.55,57,58,57,74,70,29,21.1,0.296452406041447,0.236888419570574,0.252015422362426,NA,NA,NA
"DEU",-5.52139195641838e-05,0.0437065967416285,0.926139851795488,0.989746181913784,NA,NA,NA,NA,-2.45679527265039e-06,0.0308491994946499,0.981927710843373,0.907735915217005,89,NA,102,69.8086567164179,76.85,NA,NA,62.1865972222222,76.85,16.5667656907769,NA,8.94470619658119,23.608108974359,NA,8.94470619658119,44.4762686567164,28.4825972222222,21.0972689613159,16.6115972222222,76.85,76.85,76.85,76.85,48.711387755102,45.575,0,0,53.241891025641,76.85,83783945,237.016,353494.890640294,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.936,51.168773651123,8.5,35,67,66,65,83,40,43.4,0.42702890978753,0.339696005655709,0.439649122807018,0.599259259259259,0.675086107921929,0.624273504273504
"DJI",-0.000123157645429868,0.0412411357215242,0.995397764628534,0.810207176195446,NA,NA,NA,NA,-1.376515432155e-06,0.0371336391908594,1,0.874357893498499,149,NA,153,55.095,59.26,NA,NA,54.3377272727273,59.26,5.36140776699029,NA,4.60413503971756,9.52640776699029,NA,4.60413503971756,7.26956692913386,6.16314712005552,7.85154028436019,7.14913430790315,59.26,59.26,59.26,59.26,47.2434597156398,47.1885929648241,0,0,49.7335922330097,94.44,988002,41.285,23931.2583262686,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,NA,1.4,67.11,0.476,11.8248047828674,28,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"DMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9194444444444,79.63,71991,98.567,730.376292268203,NA,NA,NA,9673.367,NA,227.376,11.62,NA,NA,NA,3.8,75,0.715,17.5706305503845,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DNK",-3.96533063499328e-05,0.0270110221909909,0.902124695228143,0.968853027859838,-0.111440918416343,0.0407748532028442,0.985786351418573,0.963577992835609,-2.26511398167502e-06,0.0441602843491105,0.981707317073171,0.988008802328874,100,76,103,62.517191011236,72.22,64.5206194690265,72.22,61.1874747474747,72.22,14.6163283914276,16.6197568492182,13.2866121276664,24.3191373801917,24.3191373801917,13.2866121276664,32.8407807548257,29.9353759820426,20.4237088683788,19.4332224110261,72.22,72.22,72.22,72.22,42.0934821428571,41.7542523364486,0,0,47.9008626198083,72.22,5792203,136.52,42427.5051274538,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.929,56.1828861236572,2.7,18,74,16,23,35,70,73.9,0.426545086119554,0.392116887529732,0.475033738191633,NA,NA,NA
"DOM",NA,NA,NA,NA,-0.301066024759285,0.00941494964840572,0.421024562347151,0.910681176589237,-8.55464797623578e-07,0.0142746365072121,0.495689655172414,0.938635331964268,201,93,100,NA,NA,95.4394444444444,100,95.68,100,NA,27.9298366013072,28.1703921568627,NA,32.4903921568627,28.1703921568627,NA,66.5855128205128,NA,38.6492,NA,100,NA,100,63.293380952381,57.0308,0,0,67.5096078431373,100,10847904,222.873,48673.0290344726,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.736,18.7747802734375,24.55,NA,NA,NA,NA,13,54,NA,NA,NA,NA,NA,NA,NA
"DZA",-3.39239365412586e-06,0.0257762046211098,0.219682710406023,0.978247655686229,NA,NA,NA,NA,-3.46628015210493e-07,0.0443560494747072,0.615789473684211,0.943173563014907,121,NA,102,81.0172727272727,92.13,NA,NA,83.4746153846154,92.13,17.7531060606061,NA,20.2104487179487,28.8658333333333,NA,20.2104487179487,43.1715151515152,57.0453653846154,22.9839537617555,26.742507761297,92.13,92.13,92.13,92.13,58.0333189655172,56.7321076233184,0,0,63.2641666666667,92.13,43851043,17.348,2527729.01775421,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754,28.0395030975342,18.79,NA,NA,NA,NA,26,32,NA,NA,NA,NA,NA,NA,NA
"ECU",-6.10234279087641e-05,0.0454191392893774,0.751448952296032,0.815924634133348,-0.995539568345324,0.0364984421722988,0.767346143723866,0.869588560100518,-5.42536272052581e-06,0.0341145998182587,0.619724195570414,0.936806489884643,112,102,130,89.53,93.52,90.6383333333333,93.52,85.24125,86.11,26.734856230032,27.8431895633653,22.4461062300319,30.7248562300319,30.7248562300319,22.4461062300319,46.8427777777778,34.4935648148148,29.1568292682927,25.0022464412811,93.52,86.11,93.52,86.11,60.3731707317073,60.2390035587189,0,0,62.795143769968,93.52,17643060,66.939,263569.219737373,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.752,1.76762682199478,21.85,NA,NA,NA,NA,NA,NA,5.8,0.362685560053981,0.230174731182796,0.27755376344086,0.581284153005465,0.653601340033501,0.39190093708166
"EGY",-1.45667532745562e-05,0.028449657432282,0.919311991842649,0.871259875603144,NA,NA,NA,NA,-8.13020817642333e-07,0.0187912268641025,0.873076923076923,0.90661497399385,172,NA,177,62.8814705882353,71.3,NA,NA,62.6512389380531,77.78,5.60669494720965,NA,5.37646329702746,14.0252243589744,NA,5.37646329702746,12.658537254902,11.7484002283757,8.32994677871148,8.42942989282697,71.3,77.78,71.3,77.78,54.5515238095238,54.2218090452261,0,0,57.2747756410256,84.26,102334403,97.999,1044239.25754344,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.696,26.8249263763428,22.1,NA,NA,NA,NA,7,4,7.3,NA,0.0994072047423621,0.179643146796431,0.309870550161812,0.348352713178295,NA
"ERI",-4.28600391323436e-07,0.110941461950286,1,0.951963856086332,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,93.52,93.52,NA,NA,NA,NA,22.166339869281,NA,NA,22.166339869281,NA,NA,76.327972972973,NA,28.6175536480687,NA,93.52,NA,93.52,NA,64.9024463519313,64.1904347826087,0,0,71.3536601307189,93.52,3546427,44.304,80047.557782593,19.3,3.607,2.171,1510.459,NA,311.11,6.05,0.2,11.4,NA,0.7,66.32,0.44,15.1908206939697,25.5,64,27,41,52,32,40,NA,NA,NA,NA,NA,NA,NA
"ESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,597330,NA,NA,28.4,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,70.26,NA,24.2312984466553,18.1,80,38,53,68,23,34,NA,NA,NA,NA,NA,NA,NA
"ESP",-0.000133616276221408,0.0450179497796487,0.949686259444231,0.96953706700685,NA,NA,NA,NA,-1.51351360137849e-05,0.0514036729761679,0.982929173025832,0.919272570141484,94,NA,95,78.4281428571429,85.19,NA,NA,80.1755555555555,85.19,19.9428543956044,NA,21.6902670940171,26.7047115384615,NA,21.6902670940171,47.9757817460317,48.9733637747336,25.7114486422668,27.1781659973226,85.19,85.19,85.19,85.19,52.716694214876,52.9973895582329,0,0,58.4852884615385,85.19,46754783,93.105,502172.633048708,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.891,39.8952388763428,13.3,57,51,42,86,48,44,41,0.291327913279133,0.277382163445236,0.384483350497769,NA,NA,NA
"EST",-3.44656282250277e-05,0.0335105738000325,0.978127734033246,0.845221815252905,-0.0646832088653337,0.0312496897561585,0.979682538563775,0.914761009202245,-1.32676084155837e-06,0.050577097871339,1,0.928896373510275,96,73,104,59.4896296296296,77.78,59.7948076923077,77.78,59.70921875,77.78,26.1041488603989,26.4093269230769,26.3237379807692,44.3945192307692,44.3945192307692,26.3237379807692,39.895035035035,34.4379992378049,35.2575517075517,33.1169606854839,77.78,77.78,77.78,77.78,24.2320779220779,26.5922580645161,0,0,33.3854807692308,77.78,1326539,31.033,42746.0767570006,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.871,58.5822486877441,5.1,40,60,30,60,82,16,33.9,0.453693693693694,0.286966046002191,0.398930481283422,NA,NA,NA
"ETH",-1.16746535291963e-05,0.0126468442504406,0.678071168862133,0.88827594273675,-0.096489529893847,0.0083817764409066,0.174836230253675,0.752084256031764,-1.60050683180255e-07,0.0122436786693332,0.606521739130435,0.903777275629503,237,271,235,69.781625,80.56,64.425,77.78,71.0815584415584,80.56,8.75104622186495,3.39442122186495,10.0509796634234,19.529421221865,16.7494212218649,10.0509796634234,11.3240436046512,12.8315114932016,11.7817115800866,13.3583533133533,80.56,80.56,80.56,80.56,57.9999134199134,57.7232051282051,0,0,61.0305787781351,80.56,114963583,104.957,1095339.83440838,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.463,9.15419971942902,22.2,NA,NA,NA,NA,NA,46,11.9,0.602161431948666,0.337041156840934,0.496096799375488,0.670058139534884,0.620846449807625,0.53109713487072
"FIN",-2.29356556316347e-05,0.0423584486258022,0.952785646836638,0.978637675905154,-0.0616006987541948,0.0334575411062815,0.974178776182078,0.9639284722177,-1.4655140362675e-06,0.069101329266064,0.995073891625616,0.986836316790403,105,77,114,49.8181481481481,62.96,52.180564516129,67.59,47.5481818181818,60.19,11.0345997610514,13.3970161290323,8.76463343108504,24.1764516129032,28.8064516129032,8.76463343108504,16.5639312806783,11.5083992094862,14.9376677988032,11.6611002731174,62.96,60.19,62.96,60.19,34.880480349345,35.8870815450644,0,0,38.7835483870968,67.59,5540718,18.136,305509.373621526,42.8,21.228,13.264,40585.721,NA,153.507,5.76,18.3,22.6,NA,3.28,81.91,0.92,64.9404296875,1.7,33,63,26,59,38,57,68.4,0.439904664623766,0.351966873706004,0.464564259070872,NA,NA,NA
"FJI",-7.13931935514098e-07,0.0922449741760317,1,0.877069990225384,-0.0257731958762887,0.101101977305379,1,0.853995223326784,NA,NA,NA,NA,88,85,NA,88.7613888888889,88.89,88.201282051282,88.89,NA,NA,32.9858617323394,32.4257548947325,NA,33.1144728434505,33.1144728434505,NA,60.9163888888889,NA,37.2728329322102,NA,77.78,NA,77.78,NA,51.4885559566787,NA,11.11,NA,55.7755271565495,88.89,896444,49.562,18087.3249667084,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,NA,2.3,67.44,0.741,17.0914068222046,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRA",-7.95618290004068e-05,0.0414080890989771,0.926073695236922,0.876528289859753,NA,NA,NA,NA,-1.17946771425444e-05,0.0425497397697208,0.990388112433106,0.975061599969208,94,NA,101,81.6747887323944,87.96,NA,NA,69.118018018018,87.96,24.9340219592314,NA,12.3772512448551,31.2192332268371,NA,12.3772512448551,45.560205399061,28.4095370053598,32.2493755092539,19.178612077424,87.96,87.96,87.96,87.96,49.4254132231405,49.9394059405941,0,0,56.7407667731629,87.96,65273512,122.578,532505.930917457,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,46.2410144805908,10.7,68,71,43,86,63,48,26.3,0.336422931685548,0.225429553264605,0.377801120448179,NA,NA,NA
"GAB",-4.58995888086954e-05,0.0273865819842233,0.945184025058731,0.905749043789772,NA,NA,NA,NA,-4.49291198205711e-07,0.0342099014944423,1,0.910680857354071,165,NA,161,67.7362096774194,80.56,NA,NA,68.0574390243902,80.56,7.0775495467004,NA,7.39877889367129,19.901339869281,NA,7.39877889367129,15.6300558312655,16.7701008948938,11.8996162708259,10.1072604529617,75,75,75,75,55.8365934065934,57.9501785714286,5.56,5.56,60.658660130719,81.48,2225728,7.859,283207.532764983,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,NA,NA,NA,6.3,66.47,0.702,0.807055830955505,25.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",-6.91795027440413e-05,0.0286424868668939,0.879335309348596,0.982888040205308,-0.264115375011529,0.0422482789480643,0.980360310264779,0.972529322641806,-1.25103843201612e-05,0.0388397773531459,0.990062170308968,0.989288509556698,102,102,103,73.5044444444444,79.63,73.3054347826087,79.63,70.9767647058823,79.63,14.285115370962,14.0861057091263,11.7574356323999,20.4106709265176,20.4106709265176,11.7574356323999,43.7071944444444,40.5642955700799,20.050408570005,20.7913974742439,74.07,74.07,74.07,74.07,53.4540358744395,50.1853672316384,5.56,5.56,59.2193290734824,79.63,67886004,272.898,248759.624475079,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,NA,2.54,81.32,0.922,55.4266357421875,8.45,35,89,66,35,51,69,40.2,0.381193124368049,0.319134550371873,0.4055330634278,NA,NA,NA
"GEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5368690095847,100,3989175,65.032,61341.7240743019,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,NA,2.6,73.77,0.78,42.319995880127,5.8,NA,NA,NA,NA,38,32,9,0.397148676171079,0.291143654114365,0.352920962199313,NA,NA,NA
"GHA",-2.02800217359507e-05,0.0350398907251972,0.938301383775549,0.945034001304438,-0.221503651627875,0.0307699859609091,0.894739871243204,0.96178034968827,-1.22292882119799e-07,0.0294400686213259,1,0.922259418531871,198,217,219,48.61,52.78,47.5246575342466,52.78,45.0799082568807,52.78,3.56013071895425,2.47478825320082,0.0300389758349837,7.73013071895425,7.73013071895425,0.0300389758349837,4.50107954545454,0.0466595259162688,5.09065420560748,0.0466595259162688,52.78,52.78,52.78,52.78,43.5193457943925,45.0332487309645,0,0,45.0498692810458,86.11,31072945,126.719,245211.412653193,21.1,3.385,1.948,4227.63,12,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.592,7.96467304229736,27.2,NA,NA,NA,NA,4,72,NA,NA,NA,NA,NA,NA,NA
"GIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8402875399361,78.7,13132792,51.755,253749.241619167,19,3.135,1.733,1998.926,35.3,336.717,2.42,NA,NA,17.45,0.3,61.6,0.459,9.94792485237122,25.7,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"GMB",-3.90455603261355e-05,0.053867197728444,0.982619754133107,0.976873092829511,NA,NA,NA,NA,-1.44000158896727e-06,0.03587482596362,0.98631636562671,0.890816807784705,223,NA,228,70.4541111111111,77.78,NA,NA,65.4331313131313,77.78,13.8131526446574,NA,8.79217284667764,21.1390415335463,NA,8.79217284667764,17.852320066335,12.2202186917721,19.3879676133533,12.8595799112622,77.78,77.78,77.78,77.78,51.0661434977578,52.5735514018692,0,0,56.6409584664537,78.7,2416664,207.566,11642.8702195928,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.46,13.4381346702576,27.5,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"GNB",-2.14634364465818e-05,0.018909646876917,0.992424242424242,0.889078294357724,NA,NA,NA,NA,-3.25203582523966e-07,0.00300501855240117,0.9375,0.0126201325979384,129,NA,168,NA,-Inf,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,NA,NA,Inf,Inf,NA,-Inf,1967998,66.191,29732.1085948241,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,NA,NA,6.403,NA,58.32,0.455,11.8100342750549,26.75,77,20,46,54,9,78,NA,NA,NA,NA,NA,NA,NA
"GNQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,1402985,45.194,31043.6119838917,22.4,2.846,1.752,22604.873,NA,202.812,7.78,NA,NA,24.64,2.1,58.74,0.591,2.35920408368111,24.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",-6.62761478015661e-06,0.0422569534469588,0.868558193398958,0.984808935466962,-0.0737803519714859,0.0606118554377385,0.966279256792734,0.994580900697769,-3.64576377599814e-07,0.0299388994208294,0.968421052631579,0.966927143912208,91,84,92,79.185,84.26,79.7871186440678,84.26,66.8266666666667,84.26,25.1336581469649,25.7357767910327,12.7753248136315,30.2086581469649,30.2086581469649,12.7753248136315,53.7026811594203,40.5046666666667,30.1411302681992,18.175803030303,84.26,84.26,84.26,84.26,49.0438697318008,48.6508636363636,0,0,54.0513418530351,84.26,10423056,83.479,124858.419482744,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,NA,4.21,82.24,0.87,38.3391342163086,14.44,60,35,57,112,45,50,8.4,0.218601493550577,0.190961603805641,0.236252545824847,0.481691204228011,0.688316151202749,0.478951000690131
"GRD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,112519,317.132,354.801786007089,29.4,7.304,5.021,13593.877,NA,243.964,10.71,NA,NA,NA,3.7,72.4,0.772,12.1227293014526,26.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
